matchup,cand1,cand2,end_date,end_date.num,cand1_trend,trend_se,cand1_upper,cand1_lower,cand2_trend,cand2_upper,cand2_lower
macronVVle_pen,macron,le_pen,2021-09-02,18872,0.5594908527765583,0.013247112587243393,0.5764736511134043,0.5425080544397123,0.4405091472234417,0.4574919455602877,0.4235263488865957
macronVVle_pen,macron,le_pen,2021-09-03,18873,0.5595513833989095,0.013247112587243393,0.5765341817357555,0.5425685850620635,0.44044861660109047,0.4574314149379365,0.42346581826424445
macronVVle_pen,macron,le_pen,2021-09-04,18874,0.5596118608310826,0.013247112587243393,0.5765946591679286,0.5426290624942366,0.4403881391689174,0.4573709375057634,0.4234053408320714
macronVVle_pen,macron,le_pen,2021-09-05,18875,0.5596722318828999,0.013247112587243393,0.576655030219746,0.5426894335460539,0.44032776811710006,0.4573105664539461,0.42334496978025404
macronVVle_pen,macron,le_pen,2021-09-06,18876,0.5597324433641823,0.013247112587243393,0.5767152417010283,0.5427496450273362,0.44026755663581774,0.45725035497266375,0.4232847582989717
macronVVle_pen,macron,le_pen,2021-09-07,18877,0.5597923949551618,0.013247112587243393,0.5767751932920078,0.5428095966183157,0.44020760504483825,0.45719040338168426,0.42322480670799223
macronVVle_pen,macron,le_pen,2021-09-08,18878,0.5598517978177084,0.013247112587243393,0.5768345961545545,0.5428689994808624,0.44014820218229156,0.4571310005191376,0.42316540384544554
macronVVle_pen,macron,le_pen,2021-09-09,18879,0.5599103159841017,0.013247112587243393,0.5768931143209477,0.5429275176472557,0.4400896840158983,0.45707248235274434,0.4231068856790523
macronVVle_pen,macron,le_pen,2021-09-10,18880,0.5599676134866213,0.013247112587243393,0.5769504118234673,0.5429848151497753,0.4400323865133787,0.45701518485022474,0.4230495881765327
macronVVle_pen,macron,le_pen,2021-09-11,18881,0.5600233543575467,0.013247112587243393,0.5770061526943927,0.5430405560207007,0.4399766456424533,0.45695944397929933,0.4229938473056073
macronVVle_pen,macron,le_pen,2021-09-12,18882,0.5600772026291579,0.013247112587243393,0.577060000966004,0.5430944042923119,0.43992279737084206,0.4569055957076881,0.42293999903399604
macronVVle_pen,macron,le_pen,2021-09-13,18883,0.5601288223337342,0.013247112587243393,0.5771116206705802,0.5431460239968882,0.4398711776662658,0.45685397600311184,0.4228883793294198
macronVVle_pen,macron,le_pen,2021-09-14,18884,0.5601778734300898,0.013247112587243393,0.5771606717669359,0.5431950750932438,0.43982212656991015,0.45680492490675617,0.42283932823306414
macronVVle_pen,macron,le_pen,2021-09-15,18885,0.5602239995831779,0.013247112587243393,0.5772067979200239,0.5432412012463319,0.4397760004168221,0.4567587987536681,0.42279320207997606
macronVVle_pen,macron,le_pen,2021-09-16,18886,0.5602668403844866,0.013247112587243393,0.5772496387213326,0.5432840420476406,0.4397331596155134,0.4567159579523594,0.4227503612786674
macronVVle_pen,macron,le_pen,2021-09-17,18887,0.5603060354255032,0.013247112587243393,0.5772888337623492,0.5433232370886572,0.43969396457449683,0.45667676291134285,0.4227111662376508
macronVVle_pen,macron,le_pen,2021-09-18,18888,0.5603412242977162,0.013247112587243393,0.5773240226345622,0.5433584259608701,0.43965877570228384,0.45664157403912986,0.4226759773654378
macronVVle_pen,macron,le_pen,2021-09-19,18889,0.5603720465926123,0.013247112587243393,0.5773548449294583,0.5433892482557663,0.4396279534073877,0.4566107517442337,0.4226451550705417
macronVVle_pen,macron,le_pen,2021-09-20,18890,0.5603981419016799,0.013247112587243393,0.5773809402385259,0.5434153435648339,0.4396018580983201,0.4565846564351661,0.42261905976147407
macronVVle_pen,macron,le_pen,2021-09-21,18891,0.5604191954366357,0.013247112587243393,0.5774019937734817,0.5434363970997896,0.43958080456336435,0.45656360290021036,0.42259800622651833
macronVVle_pen,macron,le_pen,2021-09-22,18892,0.5604350748901121,0.013247112587243393,0.5774178732269581,0.5434522765532661,0.43956492510988787,0.4565477234467339,0.42258212677304186
macronVVle_pen,macron,le_pen,2021-09-23,18893,0.5604456935749716,0.013247112587243393,0.5774284919118177,0.5434628952381256,0.43955430642502835,0.45653710476187437,0.42257150808818233
macronVVle_pen,macron,le_pen,2021-09-24,18894,0.5604509915955239,0.013247112587243393,0.5774337899323699,0.5434681932586779,0.4395490084044761,0.4565318067413221,0.42256621006763007
macronVVle_pen,macron,le_pen,2021-09-25,18895,0.5604510162218767,0.013247112587243393,0.5774338145587227,0.5434682178850306,0.43954898377812335,0.45653178211496936,0.42256618544127733
macronVVle_pen,macron,le_pen,2021-09-26,18896,0.5604458415155855,0.013247112587243393,0.5774286398524315,0.5434630431787395,0.4395541584844145,0.4565369568212605,0.42257136014756846
