cand,end_date,end_date.num,trend,trend_se,upper,lower
arthaud,2021-10-02,18902,0.009050417102454522,0.008420626602625478,0.019845660407020384,0
arthaud,2021-10-03,18903,0.008995814107596275,0.008420626602625478,0.01979105741216214,0
arthaud,2021-10-04,18904,0.008937700359633208,0.008420626602625478,0.019732943664199074,0
arthaud,2021-10-05,18905,0.00887717583572239,0.008420626602625478,0.019672419140288253,0
arthaud,2021-10-06,18906,0.008815348744971882,0.008420626602625478,0.019610592049537745,0
arthaud,2021-10-07,18907,0.008753078080183595,0.008420626602625478,0.01954832138474946,0
arthaud,2021-10-08,18908,0.008690217736983953,0.008420626602625478,0.019485461041549815,0
arthaud,2021-10-09,18909,0.008626370336705767,0.008420626602625478,0.01942161364127163,0
arthaud,2021-10-10,18910,0.008561138500680986,0.008420626602625478,0.019356381805246847,0
arthaud,2021-10-11,18911,0.008494124850242138,0.008420626602625478,0.019289368154808,0
arthaud,2021-10-12,18912,0.008425586159639396,0.008420626602625478,0.01922082946420526,0
arthaud,2021-10-13,18913,0.00835839581479377,0.008420626602625478,0.019153639119359633,0
arthaud,2021-10-14,18914,0.00829583766243593,0.008420626602625478,0.019091080967001794,0
arthaud,2021-10-15,18915,0.008240220780862383,0.008420626602625478,0.019035464085428246,0
arthaud,2021-10-16,18916,0.008193610556262986,0.008420626602625478,0.01898885386082885,0
arthaud,2021-10-17,18917,0.008158072374826018,0.008420626602625478,0.01895331567939188,0
arthaud,2021-10-18,18918,0.00813567162274136,0.008420626602625478,0.018930914927307224,0
arthaud,2021-10-19,18919,0.008127603090900118,0.008420626602625478,0.01892284639546598,0
arthaud,2021-10-20,18920,0.008131579189006399,0.008420626602625478,0.018926822493572262,0
arthaud,2021-10-21,18921,0.008144674805481464,0.008420626602625478,0.018939918110047325,0
arthaud,2021-10-22,18922,0.008164897124807004,0.008420626602625478,0.018960140429372867,0
arthaud,2021-10-23,18923,0.008190486405478889,0.008420626602625478,0.018985729710044752,0
arthaud,2021-10-24,18924,0.00821968290599346,0.008420626602625478,0.01901492621055932,0
arthaud,2021-10-25,18925,0.008250726884847065,0.008420626602625478,0.01904597018941293,0
arthaud,2021-10-26,18926,0.008282168303284232,0.008420626602625478,0.019077411607850096,0
arthaud,2021-10-27,18927,0.008313795933544818,0.008420626602625478,0.019109039238110682,0
arthaud,2021-10-28,18928,0.00834551579052576,0.008420626602625478,0.019140759095091622,0
arthaud,2021-10-29,18929,0.008376464048759004,0.008420626602625478,0.019171707353324866,0
arthaud,2021-10-30,18930,0.008405584422684848,0.008420626602625478,0.01920082772725071,0
arthaud,2021-10-31,18931,0.008432104255998772,0.008420626602625478,0.019227347560564635,0
arthaud,2021-11-01,18932,0.008456385409414732,0.008420626602625478,0.019251628713980597,0
arthaud,2021-11-02,18933,0.008479073372901623,0.008420626602625478,0.019274316677467485,0
arthaud,2021-11-03,18934,0.008500813636428345,0.008420626602625478,0.01929605694099421,0
arthaud,2021-11-04,18935,0.008522251689963381,0.008420626602625478,0.019317494994529245,0
arthaud,2021-11-05,18936,0.008544033023475813,0.008420626602625478,0.019339276328041676,0
arthaud,2021-11-06,18937,0.008566265244239129,0.008420626602625478,0.019361508548804994,0
arthaud,2021-11-07,18938,0.008586904428744577,0.008420626602625478,0.019382147733310442,0
arthaud,2021-11-08,18939,0.00860336877078819,0.008420626602625478,0.019398612075354052,0
arthaud,2021-11-09,18940,0.008613710949918403,0.008420626602625478,0.019408954254484266,0
arthaud,2021-11-10,18941,0.008618521588691643,0.008420626602625478,0.019413764893257506,0
arthaud,2021-11-11,18942,0.00861902579541676,0.008420626602625478,0.019414269099982624,0
arthaud,2021-11-12,18943,0.008616214538712919,0.008420626602625478,0.01941145784327878,0
arthaud,2021-11-13,18944,0.008609828631548378,0.008420626602625478,0.01940507193611424,0
arthaud,2021-11-14,18945,0.008598120359627029,0.008420626602625478,0.019393363664192892,0
arthaud,2021-11-15,18946,0.008579028411758753,0.008420626602625478,0.019374271716324616,0
arthaud,2021-11-16,18947,0.008550884261826297,0.008420626602625478,0.01934612756639216,0
arthaud,2021-11-17,18948,0.00851359052400272,0.008420626602625478,0.019308833828568583,0
arthaud,2021-11-18,18949,0.00846755845460276,0.008420626602625478,0.019262801759168623,0
arthaud,2021-11-19,18950,0.00841366273821672,0.008420626602625478,0.01920890604278258,0
arthaud,2021-11-20,18951,0.008352893916504024,0.008420626602625478,0.019148137221069887,0
arthaud,2021-11-21,18952,0.008286242531123948,0.008420626602625478,0.01908148583568981,0
arthaud,2021-11-22,18953,0.008214551790555394,0.008420626602625478,0.019009795095121258,0
arthaud,2021-11-23,18954,0.008137968527489742,0.008420626602625478,0.018933211832055603,0
arthaud,2021-11-24,18955,0.008056064069176855,0.008420626602625478,0.01885130737374272,0
arthaud,2021-11-25,18956,0.007968235127352464,0.008420626602625478,0.018763478431918328,0
arthaud,2021-11-26,18957,0.007873568172633814,0.008420626602625478,0.018668811477199676,0
arthaud,2021-11-27,18958,0.007770922297901134,0.008420626602625478,0.018566165602466995,0
arthaud,2021-11-28,18959,0.007659116644712521,0.008420626602625478,0.018454359949278385,0
arthaud,2021-11-29,18960,0.007536970354626102,0.008420626602625478,0.018332213659191965,0
arthaud,2021-11-30,18961,0.007403677913147924,0.008420626602625478,0.018198921217713788,0
arthaud,2021-12-01,18962,0.007259935181575731,0.008420626602625478,0.018055178486141594,0
arthaud,2021-12-02,18963,0.00710681336515499,0.008420626602625478,0.017902056669720855,0
arthaud,2021-12-03,18964,0.006945383669131447,0.008420626602625478,0.01774062697369731,0
arthaud,2021-12-04,18965,0.006776717298750592,0.008420626602625478,0.017571960603316457,0
arthaud,2021-12-05,18966,0.006601885459257966,0.008420626602625478,0.01739712876382383,0
arthaud,2021-12-06,18967,0.006421959355899276,0.008420626602625478,0.01721720266046514,0
arthaud,2021-12-07,18968,0.006238468630970518,0.008420626602625478,0.01703371193553638,0
arthaud,2021-12-08,18969,0.006055067125310107,0.008420626602625478,0.01685031042987597,0
arthaud,2021-12-09,18970,0.0058770607260380334,0.008420626602625478,0.016672304030603897,0
arthaud,2021-12-10,18971,0.005709856450162026,0.008420626602625478,0.01650509975472789,0
arthaud,2021-12-11,18972,0.005557626914882701,0.008420626602625478,0.016352870219448565,0
arthaud,2021-12-12,18973,0.005424228185482439,0.008420626602625478,0.016219471490048303,0
arthaud,2021-12-13,18974,0.005313516327243975,0.008420626602625478,0.016108759631809837,0
arthaud,2021-12-14,18975,0.005228350979993765,0.008420626602625478,0.016023594284559628,0
arthaud,2021-12-15,18976,0.005167606081736946,0.008420626602625478,0.01596284938630281,0
arthaud,2021-12-16,18977,0.00512918298062445,0.008420626602625478,0.015924426285190314,0
arthaud,2021-12-17,18978,0.005111078367212888,0.008420626602625478,0.01590632167177875,0
arthaud,2021-12-18,18979,0.005111312767661043,0.008420626602625478,0.015906556072226907,0
arthaud,2021-12-19,18980,0.005127906708127699,0.008420626602625478,0.015923150012693562,0
arthaud,2021-12-20,18981,0.005158880714770997,0.008420626602625478,0.01595412401933686,0
arthaud,2021-12-21,18982,0.005202880336542892,0.008420626602625478,0.015998123641108756,0
arthaud,2021-12-22,18983,0.005261051213568223,0.008420626602625478,0.016056294518134086,0
arthaud,2021-12-23,18984,0.005334458589132167,0.008420626602625478,0.01612970189369803,0
arthaud,2021-12-24,18985,0.005421346027993137,0.008420626602625478,0.016216589332559,0
arthaud,2021-12-25,18986,0.005519251675277338,0.008420626602625478,0.016314494979843202,0
arthaud,2021-12-26,18987,0.005625713676110271,0.008420626602625478,0.016420956980676134,0
arthaud,2021-12-27,18988,0.005738270175618307,0.008420626602625478,0.01653351348018417,0
arthaud,2021-12-28,18989,0.005854459318927629,0.008420626602625478,0.016649702623493492,0
arthaud,2021-12-29,18990,0.005971819251163777,0.008420626602625478,0.016767062555729642,0
arthaud,2021-12-30,18991,0.006087888117453221,0.008420626602625478,0.016883131422019085,0
arthaud,2021-12-31,18992,0.006200204062922003,0.008420626602625478,0.016995447367487867,0
arthaud,2022-01-01,18993,0.006304989671853069,0.008420626602625478,0.017100232976418932,0
arthaud,2022-01-02,18994,0.0063932052851588626,0.008420626602625478,0.017188448589724726,0
arthaud,2022-01-03,18995,0.006454495682909284,0.008420626602625478,0.017249738987475147,0
arthaud,2022-01-04,18996,0.006478778258544125,0.008420626602625478,0.01727402156310999,0
arthaud,2022-01-05,18997,0.0064577200120822685,0.008420626602625478,0.01725296331664813,0
arthaud,2022-01-06,18998,0.006386681863212748,0.008420626602625478,0.01718192516777861,0
arthaud,2022-01-07,18999,0.006265424324417041,0.008420626602625478,0.017060667628982906,0
arthaud,2022-01-08,19000,0.006097153227202929,0.008420626602625478,0.016892396531768793,0
arthaud,2022-01-09,19001,0.0058866875108893706,0.008420626602625478,0.016681930815455236,0
arthaud,2022-01-10,19002,0.00563908235536276,0.008420626602625478,0.016434325659928625,0
arthaud,2022-01-11,19003,0.0053594733714514035,0.008420626602625478,0.016154716676017266,0
arthaud,2022-01-12,19004,0.0050535351566314115,0.008420626602625478,0.015848778461197276,0
arthaud,2022-01-13,19005,0.004727992087584907,0.008420626602625478,0.01552323539215077,0
arthaud,2022-01-14,19006,0.004390407805999582,0.008420626602625478,0.015185651110565445,0
arthaud,2022-01-15,19007,0.004048157046042665,0.008420626602625478,0.014843400350608528,0
arthaud,2022-01-16,19008,0.0037072641346287986,0.008420626602625478,0.014502507439194661,0
arthaud,2022-01-17,19009,0.003372153644846744,0.008420626602625478,0.014167396949412606,0
arthaud,2022-01-18,19010,0.003046730705102481,0.008420626602625478,0.013841974009668344,0
arthaud,2022-01-19,19011,0.0027340311283982617,0.008420626602625478,0.013529274432964125,0
arthaud,2022-01-20,19012,0.002436173663063047,0.008420626602625478,0.01323141696762891,0
arthaud,2022-01-21,19013,0.0021544087368470864,0.008420626602625478,0.01294965204141295,0
arthaud,2022-01-22,19014,0.0018894999746210761,0.008420626602625478,0.01268474327918694,0
arthaud,2022-01-23,19015,0.0016426857521317185,0.008420626602625478,0.012437929056697581,0
arthaud,2022-01-24,19016,0.0014164029786408916,0.008420626602625478,0.012211646283206755,0
arthaud,2022-01-25,19017,0.0012136518994039509,0.008420626602625478,0.012008895203969814,0
arthaud,2022-01-26,19018,0.0010385724505656447,0.008420626602625478,0.011833815755131509,0
arthaud,2022-01-27,19019,8.953711159940078e-4,0.008420626602625478,0.011690614420559872,0
arthaud,2022-01-28,19020,7.868878536373174e-4,0.008420626602625478,0.01158213115820318,0
arthaud,2022-01-29,19021,7.141457641322113e-4,0.008420626602625478,0.011509389068698075,0
arthaud,2022-01-30,19022,6.769242855438578e-4,0.008420626602625478,0.011472167590109722,0
arthaud,2022-01-31,19023,6.745330662570156e-4,0.008420626602625478,0.011469776370822879,0
arthaud,2022-02-01,19024,7.060279326391836e-4,0.008420626602625478,0.011501271237205048,0
arthaud,2022-02-02,19025,7.693563139107687e-4,0.008420626602625478,0.011564599618476633,0
arthaud,2022-02-03,19026,8.60490640857859e-4,0.008420626602625478,0.011655733945423722,0
arthaud,2022-02-04,19027,9.733813409674383e-4,0.008420626602625478,0.011768624645533302,0
arthaud,2022-02-05,19028,0.0011011427727003233,0.008420626602625478,0.011896386077266187,0
arthaud,2022-02-06,19029,0.0012379563466560317,0.008420626602625478,0.012033199651221895,0
arthaud,2022-02-07,19030,0.0013800512361648836,0.008420626602625478,0.012175294540730746,0
arthaud,2022-02-08,19031,0.0015244922535946367,0.008420626602625478,0.0123197355581605,0
arthaud,2022-02-09,19032,0.0016699778401423455,0.008420626602625478,0.01246522114470821,0
arthaud,2022-02-10,19033,0.0018161540598269567,0.008420626602625478,0.01261139736439282,0
arthaud,2022-02-11,19034,0.001962734072209497,0.008420626602625478,0.012757977376775361,0
arthaud,2022-02-12,19035,0.002106152853047256,0.008420626602625478,0.01290139615761312,0
arthaud,2022-02-13,19036,0.00224112685333122,0.008717579358463743,0.013417063590881738,0
arthaud,2022-02-14,19037,0.0023680299635289257,0.008896116723176379,0.013772851602641044,0
dupont_aignan,2021-09-02,18872,0.037044827553369956,0.008420626602625478,0.04784007085793582,0.026249584248804095
dupont_aignan,2021-09-03,18873,0.03773124270282232,0.008420626602625478,0.04852648600738818,0.026935999398256458
dupont_aignan,2021-09-04,18874,0.038389691559616794,0.008420626602625478,0.049184934864182656,0.027594448255050932
dupont_aignan,2021-09-05,18875,0.03898438824724102,0.008420626602625478,0.04977963155180688,0.02818914494267516
dupont_aignan,2021-09-06,18876,0.03947759199321051,0.008420626602625478,0.050272835297776375,0.02868234868864465
dupont_aignan,2021-09-07,18877,0.039837440986262816,0.008420626602625478,0.05063268429082868,0.029042197681696955
dupont_aignan,2021-09-08,18878,0.040055589260004194,0.008420626602625478,0.050850832564570056,0.029260345955438333
dupont_aignan,2021-09-09,18879,0.04012956980924138,0.008420626602625478,0.05092481311380724,0.029334326504675517
dupont_aignan,2021-09-10,18880,0.04005691562879381,0.008420626602625478,0.05085215893335967,0.029261672324227946
dupont_aignan,2021-09-11,18881,0.03983515971347375,0.008420626602625478,0.05063040301803961,0.029039916408907886
dupont_aignan,2021-09-12,18882,0.03946183505809954,0.008420626602625478,0.0502570783626654,0.028666591753533678
dupont_aignan,2021-09-13,18883,0.03893447465748769,0.008420626602625478,0.049729717962053555,0.02813923135292183
dupont_aignan,2021-09-14,18884,0.03825932639163581,0.008420626602625478,0.04905456969620167,0.02746408308706995
dupont_aignan,2021-09-15,18885,0.03747749768129258,0.008420626602625478,0.048272740985858445,0.026682254376726722
dupont_aignan,2021-09-16,18886,0.03663379877290616,0.008420626602625478,0.04742904207747202,0.025838555468340296
dupont_aignan,2021-09-17,18887,0.03575299167502045,0.008420626602625478,0.04654823497958631,0.024957748370454585
dupont_aignan,2021-09-18,18888,0.034854826336696204,0.008420626602625478,0.045650069641262066,0.024059583032130342
dupont_aignan,2021-09-19,18889,0.033959052706990164,0.008420626602625478,0.044754296011556026,0.023163809402424303
dupont_aignan,2021-09-20,18890,0.033085420734966994,0.008420626602625478,0.043880664039532856,0.022290177430401133
dupont_aignan,2021-09-21,18891,0.03224492421217771,0.008420626602625478,0.04304016751674357,0.021449680907611846
dupont_aignan,2021-09-22,18892,0.031413532300111256,0.008420626602625478,0.04220877560467712,0.020618288995545395
dupont_aignan,2021-09-23,18893,0.030558458002749263,0.008420626602625478,0.041353701307315124,0.0197632146981834
dupont_aignan,2021-09-24,18894,0.029659483333787838,0.008420626602625478,0.0404547266383537,0.018864240029221976
dupont_aignan,2021-09-25,18895,0.02874666634576143,0.008420626602625478,0.03954190965032729,0.01795142304119557
dupont_aignan,2021-09-26,18896,0.027862634100925435,0.008420626602625478,0.0386578774054913,0.01706739079635957
dupont_aignan,2021-09-27,18897,0.027050013661529492,0.008420626602625478,0.03784525696609536,0.016254770356963627
dupont_aignan,2021-09-28,18898,0.02634603977714212,0.008420626602625478,0.037141283081707985,0.015550796472576256
dupont_aignan,2021-09-29,18899,0.025766377946573348,0.008420626602625478,0.03656162125113921,0.014971134642007484
dupont_aignan,2021-09-30,18900,0.025321301355953122,0.008420626602625478,0.03611654466051899,0.014526058051387259
dupont_aignan,2021-10-01,18901,0.025017965859147607,0.008420626602625478,0.03581320916371347,0.014222722554581744
dupont_aignan,2021-10-02,18902,0.024848120805742793,0.008420626602625478,0.035643364110308655,0.01405287750117693
dupont_aignan,2021-10-03,18903,0.02478864951201209,0.008420626602625478,0.03558389281657795,0.013993406207446225
dupont_aignan,2021-10-04,18904,0.024813498118967263,0.008420626602625478,0.035608741423533125,0.0140182548144014
dupont_aignan,2021-10-05,18905,0.024894302163465276,0.008420626602625478,0.03568954546803114,0.014099058858899413
dupont_aignan,2021-10-06,18906,0.024993454765738263,0.008420626602625478,0.035788698070304124,0.0141982114611724
dupont_aignan,2021-10-07,18907,0.02507699540897653,0.008420626602625478,0.03587223871354239,0.014281752104410668
dupont_aignan,2021-10-08,18908,0.02513479144480889,0.008420626602625478,0.035930034749374756,0.014339548140243028
dupont_aignan,2021-10-09,18909,0.025162667191974797,0.008420626602625478,0.03595791049654066,0.014367423887408933
dupont_aignan,2021-10-10,18910,0.025156446969202783,0.008420626602625478,0.03595169027376865,0.01436120366463692
dupont_aignan,2021-10-11,18911,0.02511195509523769,0.008420626602625478,0.03590719839980355,0.014316711790671828
dupont_aignan,2021-10-12,18912,0.025021442982527564,0.008420626602625478,0.035816686287093426,0.0142261996779617
dupont_aignan,2021-10-13,18913,0.024862870418359443,0.008420626602625478,0.03565811372292531,0.01406762711379358
dupont_aignan,2021-10-14,18914,0.024621309319193006,0.008420626602625478,0.03541655262375887,0.013826066014627143
dupont_aignan,2021-10-15,18915,0.02432457174325666,0.008420626602625478,0.03511981504782252,0.013529328438690797
dupont_aignan,2021-10-16,18916,0.02401115478422472,0.008420626602625478,0.03480639808879058,0.013215911479658856
dupont_aignan,2021-10-17,18917,0.023719555535774393,0.008420626602625478,0.034514798840340255,0.01292431223120853
dupont_aignan,2021-10-18,18918,0.02348827109157822,0.008420626602625478,0.034283514396144084,0.012693027787012355
dupont_aignan,2021-10-19,18919,0.02334534130976305,0.008420626602625478,0.034140584614328916,0.012550098005197187
dupont_aignan,2021-10-20,18920,0.02327697710624627,0.008420626602625478,0.034072220410812135,0.012481733801680406
dupont_aignan,2021-10-21,18921,0.02326347043021871,0.008420626602625478,0.03405871373478457,0.012468227125652846
dupont_aignan,2021-10-22,18922,0.023303266306189396,0.008420626602625478,0.03409850961075526,0.012508023001623533
dupont_aignan,2021-10-23,18923,0.02339934802749058,0.008420626602625478,0.03419459133205644,0.012604104722924716
dupont_aignan,2021-10-24,18924,0.023554698887459386,0.008420626602625478,0.03434994219202525,0.012759455582893523
dupont_aignan,2021-10-25,18925,0.02377230217942711,0.008420626602625478,0.034567545483992976,0.012977058874861247
dupont_aignan,2021-10-26,18926,0.024051520076097104,0.008420626602625478,0.03484676338066297,0.01325627677153124
dupont_aignan,2021-10-27,18927,0.024377230267639577,0.008420626602625478,0.03517247357220544,0.013581986963073714
dupont_aignan,2021-10-28,18928,0.024734673282920127,0.008420626602625478,0.03552991658748599,0.013939429978354264
dupont_aignan,2021-10-29,18929,0.025125025488109663,0.008420626602625478,0.03592026879267553,0.0143297821835438
dupont_aignan,2021-10-30,18930,0.02555344720870381,0.008420626602625478,0.03634869051326967,0.014758203904137948
dupont_aignan,2021-10-31,18931,0.026019787881040948,0.008420626602625478,0.03681503118560681,0.015224544576475084
dupont_aignan,2021-11-01,18932,0.026502653384832587,0.008420626602625478,0.03729789668939845,0.015707410080266722
dupont_aignan,2021-11-02,18933,0.02697533871062735,0.008420626602625478,0.03777058201519321,0.01618009540606149
dupont_aignan,2021-11-03,18934,0.027411138848977147,0.008420626602625478,0.03820638215354301,0.016615895544411285
dupont_aignan,2021-11-04,18935,0.027783348790433333,0.008420626602625478,0.0385785920949992,0.016988105485867468
dupont_aignan,2021-11-05,18936,0.028065263525547064,0.008420626602625478,0.038860506830112926,0.017270020220981203
dupont_aignan,2021-11-06,18937,0.02823597258011226,0.008420626602625478,0.039031215884678123,0.017440729275546393
dupont_aignan,2021-11-07,18938,0.028297743620902042,0.008420626602625478,0.03909298692546791,0.017502500316336177
dupont_aignan,2021-11-08,18939,0.028258638849932325,0.008420626602625478,0.03905388215449819,0.01746339554536646
dupont_aignan,2021-11-09,18940,0.028130422274290533,0.008420626602625478,0.0389256655788564,0.01733517896972467
dupont_aignan,2021-11-10,18941,0.027939665121358988,0.008420626602625478,0.03873490842592485,0.017144421816793126
dupont_aignan,2021-11-11,18942,0.02771664042358926,0.008420626602625478,0.03851188372815512,0.0169213971190234
dupont_aignan,2021-11-12,18943,0.02749201148237933,0.008420626602625478,0.038287254786945196,0.016696768177813466
dupont_aignan,2021-11-13,18944,0.02729507675421665,0.008420626602625478,0.03809032005878251,0.016499833449650787
dupont_aignan,2021-11-14,18945,0.027143821281764065,0.008420626602625478,0.03793906458632993,0.0163485779771982
dupont_aignan,2021-11-15,18946,0.027053304186994552,0.008420626602625478,0.037848547491560414,0.01625806088242869
dupont_aignan,2021-11-16,18947,0.027031391517374933,0.008420626602625478,0.0378266348219408,0.016236148212809068
dupont_aignan,2021-11-17,18948,0.027057177022347313,0.008420626602625478,0.037852420326913175,0.01626193371778145
dupont_aignan,2021-11-18,18949,0.0271057536588676,0.008420626602625478,0.037900996963433464,0.016310510354301734
dupont_aignan,2021-11-19,18950,0.027164983511982196,0.008420626602625478,0.03796022681654806,0.016369740207416335
dupont_aignan,2021-11-20,18951,0.027225920948757143,0.008420626602625478,0.038021164253323005,0.01643067764419128
dupont_aignan,2021-11-21,18952,0.02727962033625753,0.008420626602625478,0.038074863640823395,0.016484377031691665
dupont_aignan,2021-11-22,18953,0.027314805888957003,0.008420626602625478,0.038110049193522864,0.01651956258439114
dupont_aignan,2021-11-23,18954,0.027308698107572933,0.008420626602625478,0.0381039414121388,0.016513454803007067
dupont_aignan,2021-11-24,18955,0.0272274549267007,0.008420626602625478,0.03802269823126656,0.01643221162213484
dupont_aignan,2021-11-25,18956,0.027039427509741105,0.008420626602625478,0.03783467081430697,0.01624418420517524
dupont_aignan,2021-11-26,18957,0.026736930556211073,0.008420626602625478,0.03753217386077694,0.015941687251645208
dupont_aignan,2021-11-27,18958,0.026342487927253185,0.008420626602625478,0.03713773123181905,0.015547244622687322
dupont_aignan,2021-11-28,18959,0.025885081691370444,0.008420626602625478,0.036680324995936306,0.015089838386804581
dupont_aignan,2021-11-29,18960,0.025393693917066137,0.008420626602625478,0.036188937221632,0.014598450612500273
dupont_aignan,2021-11-30,18961,0.024892862833739957,0.008420626602625478,0.03568810613830582,0.014097619529174094
dupont_aignan,2021-12-01,18962,0.024389351314375418,0.008420626602625478,0.03518459461894128,0.013594108009809555
dupont_aignan,2021-12-02,18963,0.023885478392853973,0.008420626602625478,0.034680721697419835,0.01309023508828811
dupont_aignan,2021-12-03,18964,0.023383563103055865,0.008420626602625478,0.03417880640762173,0.012588319798490002
dupont_aignan,2021-12-04,18965,0.02288592447886017,0.008420626602625478,0.03368116778342603,0.012090681174294305
dupont_aignan,2021-12-05,18966,0.0223948815541494,0.008420626602625478,0.03319012485871526,0.011599638249583535
dupont_aignan,2021-12-06,18967,0.0219127533628031,0.008420626602625478,0.03270799666736896,0.011117510058237237
dupont_aignan,2021-12-07,18968,0.021441209394886303,0.008420626602625478,0.03223645269945217,0.01064596609032044
dupont_aignan,2021-12-08,18969,0.020978975505601207,0.008420626602625478,0.03177421881016707,0.010183732201035344
dupont_aignan,2021-12-09,18970,0.020523020311404083,0.008420626602625478,0.03131826361596995,0.00972777700683822
dupont_aignan,2021-12-10,18971,0.020073039586556818,0.008420626602625478,0.03086828289112268,0.009277796281990955
dupont_aignan,2021-12-11,18972,0.019636907422624198,0.008420626602625478,0.030432150727190063,0.008841664118058335
dupont_aignan,2021-12-12,18973,0.019224473954622928,0.008420626602625478,0.03001971725918879,0.008429230650057065
dupont_aignan,2021-12-13,18974,0.01884558931756826,0.008420626602625478,0.02964083262213412,0.008050346013002396
dupont_aignan,2021-12-14,18975,0.018513603887973636,0.008420626602625478,0.029308847192539497,0.007718360583407772
dupont_aignan,2021-12-15,18976,0.01825586900833817,0.008420626602625478,0.029051112312904033,0.007460625703772308
dupont_aignan,2021-12-16,18977,0.018094901838776392,0.008420626602625478,0.028890145143342254,0.007299658534210529
dupont_aignan,2021-12-17,18978,0.018019881843887368,0.008420626602625478,0.028815125148453233,0.007224638539321504
dupont_aignan,2021-12-18,18979,0.018011654064395942,0.008420626602625478,0.028806897368961804,0.0072164107598300786
dupont_aignan,2021-12-19,18980,0.01805106354101901,0.008420626602625478,0.028846306845584875,0.007255820236453147
dupont_aignan,2021-12-20,18981,0.018118955314477367,0.008420626602625478,0.02891419861904323,0.0073237120099115035
dupont_aignan,2021-12-21,18982,0.01819751396301026,0.008420626602625478,0.028992757267576122,0.007402270658444397
dupont_aignan,2021-12-22,18983,0.01827428221491262,0.008420626602625478,0.02906952551947848,0.007479038910346755
dupont_aignan,2021-12-23,18984,0.01834068109908963,0.008420626602625478,0.02913592440365549,0.0075454377945237665
dupont_aignan,2021-12-24,18985,0.01839828669682538,0.008420626602625478,0.029193530001391244,0.007603043392259515
dupont_aignan,2021-12-25,18986,0.018451213852494992,0.008420626602625478,0.029246457157060854,0.007655970547929129
dupont_aignan,2021-12-26,18987,0.018503577410474325,0.008420626602625478,0.02929882071504019,0.0077083341059084615
dupont_aignan,2021-12-27,18988,0.018559492215140944,0.008420626602625478,0.029354735519706805,0.00776424891057508
dupont_aignan,2021-12-28,18989,0.01862307311087016,0.008420626602625478,0.029418316415436026,0.007827829806304297
dupont_aignan,2021-12-29,18990,0.018698434942038256,0.008420626602625478,0.02949367824660412,0.007903191637472393
dupont_aignan,2021-12-30,18991,0.01878969255302092,0.008420626602625478,0.029584935857586786,0.007994449248455058
dupont_aignan,2021-12-31,18992,0.018900960788195153,0.008420626602625478,0.029696204092761018,0.00810571748362929
dupont_aignan,2022-01-01,18993,0.019033531666111117,0.008420626602625478,0.02982877497067698,0.008238288361545254
