end_date,end_date.num,polling_firm,sample_size,weight,cand,pct
2021-09-23,18893,Opinion Way,980,0.7318381929595994,pecresse,0.15
2021-09-23,18893,Opinion Way,980,0.7318381929595994,poutou,0.01
2021-09-23,18893,Opinion Way,980,0.7318381929595994,roussel,0.03
2021-09-23,18893,Opinion Way,980,0.7318381929595994,taubira,0.04298850574712644
2021-09-23,18893,Opinion Way,980,0.7318381929595994,zemmour,0.11961538461538462
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,arthaud,0.01
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,dupont_aignan,0.02
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,hidalgo,0.07
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,jadot,0.06
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,lassalle,0
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,le_pen,0.16
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,macron,0.24
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,melenchon,0.13
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,pecresse,0.12
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,poutou,0.01
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,roussel,0.02
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,taubira,0.04294117647058824
2021-09-27,18897,Harris Interactive,1048,0.756802702180223,zemmour,0.13
2021-09-30,18900,Ipsos,750,0.6402250525112553,arthaud,0.01
2021-09-30,18900,Ipsos,750,0.6402250525112553,dupont_aignan,0.015
2021-09-30,18900,Ipsos,750,0.6402250525112553,hidalgo,0.055
2021-09-30,18900,Ipsos,750,0.6402250525112553,jadot,0.09
2021-09-30,18900,Ipsos,750,0.6402250525112553,lassalle,0.01
2021-09-30,18900,Ipsos,750,0.6402250525112553,le_pen,0.17
2021-09-30,18900,Ipsos,750,0.6402250525112553,macron,0.25
2021-09-30,18900,Ipsos,750,0.6402250525112553,melenchon,0.09
2021-09-30,18900,Ipsos,750,0.6402250525112553,pecresse,0.12
2021-09-30,18900,Ipsos,750,0.6402250525112553,poutou,0.01
2021-09-30,18900,Ipsos,750,0.6402250525112553,roussel,0.015
2021-09-30,18900,Ipsos,750,0.6402250525112553,taubira,0.04289156626506024
2021-09-30,18900,Ipsos,750,0.6402250525112553,zemmour,0.15
2021-10-01,18901,Ifop,1351,0.8592701144831906,arthaud,0.005
2021-10-01,18901,Ifop,1351,0.8592701144831906,dupont_aignan,0.025
2021-10-01,18901,Ifop,1351,0.8592701144831906,hidalgo,0.06
2021-10-01,18901,Ifop,1351,0.8592701144831906,jadot,0.08
2021-10-01,18901,Ifop,1351,0.8592701144831906,lassalle,0.01
2021-10-01,18901,Ifop,1351,0.8592701144831906,le_pen,0.19
2021-10-01,18901,Ifop,1351,0.8592701144831906,macron,0.26
2021-10-01,18901,Ifop,1351,0.8592701144831906,melenchon,0.07
2021-10-01,18901,Ifop,1351,0.8592701144831906,pecresse,0.11
2021-10-01,18901,Ifop,1351,0.8592701144831906,poutou,0.01
2021-10-01,18901,Ifop,1351,0.8592701144831906,roussel,0.02
2021-10-01,18901,Ifop,1351,0.8592701144831906,taubira,0.04283950617283951
2021-10-01,18901,Ifop,1351,0.8592701144831906,zemmour,0.13
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,arthaud,0.01
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,dupont_aignan,0.02
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,hidalgo,0.06
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,jadot,0.07
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,lassalle,0
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,le_pen,0.15
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,macron,0.25
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,melenchon,0.11
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,pecresse,0.11
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,poutou,0.01
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,roussel,0.02
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,taubira,0.04278481012658228
2021-10-04,18904,Harris Interactive,1062,0.7618409118011872,zemmour,0.17
2021-10-06,18906,Elabe,927,0.711773639353634,arthaud,0.01
2021-10-06,18906,Elabe,927,0.711773639353634,dupont_aignan,0.03
2021-10-06,18906,Elabe,927,0.711773639353634,hidalgo,0.05
2021-10-06,18906,Elabe,927,0.711773639353634,jadot,0.09
2021-10-06,18906,Elabe,927,0.711773639353634,lassalle,0.01
2021-10-06,18906,Elabe,927,0.711773639353634,le_pen,0.17
2021-10-06,18906,Elabe,927,0.711773639353634,macron,0.27
2021-10-06,18906,Elabe,927,0.711773639353634,melenchon,0.08
2021-10-06,18906,Elabe,927,0.711773639353634,pecresse,0.08
2021-10-06,18906,Elabe,927,0.711773639353634,poutou,0.01
2021-10-06,18906,Elabe,927,0.711773639353634,roussel,0.02
2021-10-06,18906,Elabe,927,0.711773639353634,taubira,0.04272727272727273
2021-10-06,18906,Elabe,927,0.711773639353634,zemmour,0.14
2021-10-06,18906,Ifop,921,0.7094664253760093,arthaud,0.005
2021-10-06,18906,Ifop,921,0.7094664253760093,dupont_aignan,0.03
2021-10-06,18906,Ifop,921,0.7094664253760093,hidalgo,0.06
2021-10-06,18906,Ifop,921,0.7094664253760093,jadot,0.08
2021-10-06,18906,Ifop,921,0.7094664253760093,lassalle,0.01
2021-10-06,18906,Ifop,921,0.7094664253760093,le_pen,0.18
2021-10-06,18906,Ifop,921,0.7094664253760093,macron,0.26
2021-10-06,18906,Ifop,921,0.7094664253760093,melenchon,0.08
2021-10-06,18906,Ifop,921,0.7094664253760093,pecresse,0.11
2021-10-06,18906,Ifop,921,0.7094664253760093,poutou,0.005
2021-10-06,18906,Ifop,921,0.7094664253760093,roussel,0.015
2021-10-06,18906,Ifop,921,0.7094664253760093,taubira,0.04266666666666667
2021-10-06,18906,Ifop,921,0.7094664253760093,zemmour,0.14
2021-10-11,18911,BVA,1052,0.7582456066402388,arthaud,0.01
2021-10-11,18911,BVA,1052,0.7582456066402388,dupont_aignan,0.025
2021-10-11,18911,BVA,1052,0.7582456066402388,hidalgo,0.04
2021-10-11,18911,BVA,1052,0.7582456066402388,jadot,0.08
2021-10-11,18911,BVA,1052,0.7582456066402388,lassalle,0.015
2021-10-11,18911,BVA,1052,0.7582456066402388,le_pen,0.17
2021-10-11,18911,BVA,1052,0.7582456066402388,macron,0.27
2021-10-11,18911,BVA,1052,0.7582456066402388,melenchon,0.08
2021-10-11,18911,BVA,1052,0.7582456066402388,pecresse,0.1
2021-10-11,18911,BVA,1052,0.7582456066402388,poutou,0.01
2021-10-11,18911,BVA,1052,0.7582456066402388,roussel,0.015
2021-10-11,18911,BVA,1052,0.7582456066402388,taubira,0.042602739726027405
2021-10-11,18911,BVA,1052,0.7582456066402388,zemmour,0.14
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,arthaud,0.01
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,dupont_aignan,0.02
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,hidalgo,0.05
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,jadot,0.08
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,lassalle,0
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,le_pen,0.15
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,macron,0.25
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,melenchon,0.11
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,pecresse,0.11
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,poutou,0.01
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,roussel,0.02
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,taubira,0.04253521126760564
2021-10-11,18911,Harris Interactive,1051,0.7578851380642977,zemmour,0.17
2021-10-11,18911,Odoxa,2450,1.1571377842270685,arthaud,0.01
2021-10-11,18911,Odoxa,2450,1.1571377842270685,dupont_aignan,0.025
2021-10-11,18911,Odoxa,2450,1.1571377842270685,hidalgo,0.04
2021-10-11,18911,Odoxa,2450,1.1571377842270685,jadot,0.07
2021-10-11,18911,Odoxa,2450,1.1571377842270685,lassalle,0.008461538461538463
2021-10-11,18911,Odoxa,2450,1.1571377842270685,le_pen,0.185
2021-10-11,18911,Odoxa,2450,1.1571377842270685,macron,0.265
2021-10-11,18911,Odoxa,2450,1.1571377842270685,melenchon,0.09
2021-10-11,18911,Odoxa,2450,1.1571377842270685,pecresse,0.085
2021-10-11,18911,Odoxa,2450,1.1571377842270685,poutou,0.02
2021-10-11,18911,Odoxa,2450,1.1571377842270685,roussel,0.02
2021-10-11,18911,Odoxa,2450,1.1571377842270685,taubira,0.04246376811594203
2021-10-11,18911,Odoxa,2450,1.1571377842270685,zemmour,0.165
2021-10-13,18913,Ifop,4503,1.568747353670976,arthaud,0.005
2021-10-13,18913,Ifop,4503,1.568747353670976,dupont_aignan,0.025
2021-10-13,18913,Ifop,4503,1.568747353670976,hidalgo,0.055
2021-10-13,18913,Ifop,4503,1.568747353670976,jadot,0.07
2021-10-13,18913,Ifop,4503,1.568747353670976,lassalle,0.01
2021-10-13,18913,Ifop,4503,1.568747353670976,le_pen,0.18
2021-10-13,18913,Ifop,4503,1.568747353670976,macron,0.26
2021-10-13,18913,Ifop,4503,1.568747353670976,melenchon,0.08
2021-10-13,18913,Ifop,4503,1.568747353670976,pecresse,0.1
2021-10-13,18913,Ifop,4503,1.568747353670976,poutou,0.005
2021-10-13,18913,Ifop,4503,1.568747353670976,roussel,0.02
2021-10-13,18913,Ifop,4503,1.568747353670976,taubira,0.04238805970149254
2021-10-13,18913,Ifop,4503,1.568747353670976,zemmour,0.17
2021-10-13,18913,Ipsos,9574,2.287434907028902,arthaud,0.01
2021-10-13,18913,Ipsos,9574,2.287434907028902,dupont_aignan,0.03
2021-10-13,18913,Ipsos,9574,2.287434907028902,hidalgo,0.05
2021-10-13,18913,Ipsos,9574,2.287434907028902,jadot,0.095
2021-10-13,18913,Ipsos,9574,2.287434907028902,lassalle,0.01
2021-10-13,18913,Ipsos,9574,2.287434907028902,le_pen,0.16
2021-10-13,18913,Ipsos,9574,2.287434907028902,macron,0.255
2021-10-13,18913,Ipsos,9574,2.287434907028902,melenchon,0.08
2021-10-13,18913,Ipsos,9574,2.287434907028902,pecresse,0.1
2021-10-13,18913,Ipsos,9574,2.287434907028902,poutou,0.01
2021-10-13,18913,Ipsos,9574,2.287434907028902,roussel,0.02
2021-10-13,18913,Ipsos,9574,2.287434907028902,taubira,0.04230769230769231
2021-10-13,18913,Ipsos,9574,2.287434907028902,zemmour,0.16
2021-10-18,18918,Cluster17,9646,2.2960199723018904,arthaud,0.005
2021-10-18,18918,Cluster17,9646,2.2960199723018904,dupont_aignan,0.02
2021-10-18,18918,Cluster17,9646,2.2960199723018904,hidalgo,0.04
2021-10-18,18918,Cluster17,9646,2.2960199723018904,jadot,0.07
2021-10-18,18918,Cluster17,9646,2.2960199723018904,lassalle,0.01
2021-10-18,18918,Cluster17,9646,2.2960199723018904,le_pen,0.13
2021-10-18,18918,Cluster17,9646,2.2960199723018904,macron,0.24
2021-10-18,18918,Cluster17,9646,2.2960199723018904,melenchon,0.12
2021-10-18,18918,Cluster17,9646,2.2960199723018904,pecresse,0.0951923076923077
2021-10-18,18918,Cluster17,9646,2.2960199723018904,poutou,0.01
2021-10-18,18918,Cluster17,9646,2.2960199723018904,roussel,0.02
2021-10-18,18918,Cluster17,9646,2.2960199723018904,taubira,0.042222222222222223
2021-10-18,18918,Cluster17,9646,2.2960199723018904,zemmour,0.185
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,arthaud,0.01
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,dupont_aignan,0.02
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,hidalgo,0.04
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,jadot,0.09
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,lassalle,0
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,le_pen,0.16
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,macron,0.25
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,melenchon,0.1
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,pecresse,0.1
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,poutou,0.01
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,roussel,0.02
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,taubira,0.042131147540983606
2021-10-18,18918,Harris Interactive,2006,1.047050183091054,zemmour,0.17
2021-10-20,18920,Opinion Way,1035,0.752094144805685,arthaud,0.01
2021-10-20,18920,Opinion Way,1035,0.752094144805685,dupont_aignan,0.03
2021-10-20,18920,Opinion Way,1035,0.752094144805685,hidalgo,0.07
2021-10-20,18920,Opinion Way,1035,0.752094144805685,jadot,0.08
2021-10-20,18920,Opinion Way,1035,0.752094144805685,lassalle,0.006346153846153847
2021-10-20,18920,Opinion Way,1035,0.752094144805685,le_pen,0.19
2021-10-20,18920,Opinion Way,1035,0.752094144805685,macron,0.25
2021-10-20,18920,Opinion Way,1035,0.752094144805685,melenchon,0.09
2021-10-20,18920,Opinion Way,1035,0.752094144805685,pecresse,0.08
2021-10-20,18920,Opinion Way,1035,0.752094144805685,poutou,0.01
2021-10-20,18920,Opinion Way,1035,0.752094144805685,roussel,0.02
2021-10-20,18920,Opinion Way,1035,0.752094144805685,taubira,0.04203389830508475
2021-10-20,18920,Opinion Way,1035,0.752094144805685,zemmour,0.13
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,arthaud,0.01
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,dupont_aignan,0.02
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,hidalgo,0.05
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,jadot,0.09
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,lassalle,0
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,le_pen,0.16
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,macron,0.25
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,melenchon,0.1
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,pecresse,0.1
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,poutou,0.01
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,roussel,0.02
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,taubira,0.04192982456140351
2021-10-25,18925,Harris Interactive,2060,1.0610494947914302,zemmour,0.17
2021-10-27,18927,Elabe,948,0.7197906507998574,arthaud,0.01
2021-10-27,18927,Elabe,948,0.7197906507998574,dupont_aignan,0.02
2021-10-27,18927,Elabe,948,0.7197906507998574,hidalgo,0.05
2021-10-27,18927,Elabe,948,0.7197906507998574,jadot,0.08
2021-10-27,18927,Elabe,948,0.7197906507998574,lassalle,0.02
2021-10-27,18927,Elabe,948,0.7197906507998574,le_pen,0.19
2021-10-27,18927,Elabe,948,0.7197906507998574,macron,0.24
2021-10-27,18927,Elabe,948,0.7197906507998574,melenchon,0.06
2021-10-27,18927,Elabe,948,0.7197906507998574,pecresse,0.1
2021-10-27,18927,Elabe,948,0.7197906507998574,poutou,0.02
2021-10-27,18927,Elabe,948,0.7197906507998574,roussel,0.02
2021-10-27,18927,Elabe,948,0.7197906507998574,taubira,0.041818181818181824
2021-10-27,18927,Elabe,948,0.7197906507998574,zemmour,0.16
2021-10-27,18927,Ifop,915,0.7071516837234487,arthaud,0.005
2021-10-27,18927,Ifop,915,0.7071516837234487,dupont_aignan,0.035
2021-10-27,18927,Ifop,915,0.7071516837234487,hidalgo,0.07
2021-10-27,18927,Ifop,915,0.7071516837234487,jadot,0.06
2021-10-27,18927,Ifop,915,0.7071516837234487,lassalle,0.005
2021-10-27,18927,Ifop,915,0.7071516837234487,le_pen,0.17
2021-10-27,18927,Ifop,915,0.7071516837234487,macron,0.23
2021-10-27,18927,Ifop,915,0.7071516837234487,melenchon,0.09
2021-10-27,18927,Ifop,915,0.7071516837234487,pecresse,0.09615384615384616
2021-10-27,18927,Ifop,915,0.7071516837234487,poutou,0.005
2021-10-27,18927,Ifop,915,0.7071516837234487,roussel,0.025
2021-10-27,18927,Ifop,915,0.7071516837234487,taubira,0.041698113207547176
2021-10-27,18927,Ifop,915,0.7071516837234487,zemmour,0.15
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,arthaud,0.01
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,dupont_aignan,0.02
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,hidalgo,0.05
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,jadot,0.09
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,lassalle,0
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,le_pen,0.16
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,macron,0.24
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,melenchon,0.1
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,pecresse,0.1
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,poutou,0.01
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,roussel,0.02
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,taubira,0.04156862745098039
2021-10-30,18930,Harris Interactive,2003,1.0462669513272211,zemmour,0.17
2021-11-05,18936,Ifop,1358,0.8614933267747023,arthaud,0.005
2021-11-05,18936,Ifop,1358,0.8614933267747023,dupont_aignan,0.035
2021-11-05,18936,Ifop,1358,0.8614933267747023,hidalgo,0.06
2021-11-05,18936,Ifop,1358,0.8614933267747023,jadot,0.07
2021-11-05,18936,Ifop,1358,0.8614933267747023,lassalle,0.01
2021-11-05,18936,Ifop,1358,0.8614933267747023,le_pen,0.165
2021-11-05,18936,Ifop,1358,0.8614933267747023,macron,0.26
2021-11-05,18936,Ifop,1358,0.8614933267747023,melenchon,0.08
2021-11-05,18936,Ifop,1358,0.8614933267747023,pecresse,0.09
2021-11-05,18936,Ifop,1358,0.8614933267747023,poutou,0.01
2021-11-05,18936,Ifop,1358,0.8614933267747023,roussel,0.02
2021-11-05,18936,Ifop,1358,0.8614933267747023,taubira,0.04142857142857143
2021-11-05,18936,Ifop,1358,0.8614933267747023,zemmour,0.165
2021-11-08,18939,Harris Interactive,2001,1.045744470919445,arthaud,0.01
2021-11-08,18939,Harris Interactive,2001,1.045744470919445,dupont_aignan,0.02
2021-11-08,18939,Harris Interactive,2001,1.045744470919445,hidalgo,0.04
2021-11-08,18939,Harris Interactive,2001,1.045744470919445,jadot,0.09
2021-11-08,18939,Harris Interactive,2001,1.045744470919445,lassalle,0
2021-11-08,18939,Harris Interactive,2001,1.045744470919445,le_pen,0.16
2021-11-08,18939,Harris Interactive,2001,1.045744470919445,macron,0.24
2021-11-08,18939,Harris Interactive,2001,1.045744470919445,melenchon,0.1
2021-11-08,18939,Harris Interactive,2001,1.045744470919445,pecresse,0.1
2021-11-08,18939,Harris Interactive,2001,1.045744470919445,poutou,0.01
2021-11-08,18939,Harris Interactive,2001,1.045744470919445,roussel,0.02
